person_id,club_id
100359,1
101267,1
102038,4
102348,3
104339,2
107058,4
104010,3
100565,1
108866,4
106718,3
107409,4
103502,2
102676,2
104459,1
105735,4
108482,4
102954,4
101364,4
104222,2
108630,2
100781,2
107498,4
101201,3
105217,1
109239,4
109039,1
106991,4
107443,3
100321,2
103212,4
105501,2
105404,3
104340,2
100705,1
105178,3
102483,2
109507,3
109378,3
104549,4
101998,2
109491,1
101760,2
108611,4
106824,1
100176,3
109057,1
102859,1
109288,3
102809,4
109658,1
107388,1
107701,4
107464,4
106729,1
106958,2
105690,1
100127,2
103815,3
105756,3
107579,1
108100,3
108397,2
108511,3
102372,3
107389,1
107359,2
101466,2
103603,2
108515,2
109948,1
104792,1
105189,1
102119,4
101044,3
104166,2
103425,2
100570,1
108410,1
109030,1
109946,2
106516,3
101072,4
100926,4
109831,3
101691,2
107906,1
106118,3
109595,4
101893,4
100183,1
107080,3
108092,2
101743,3
101535,2
107656,3
104059,4
105918,3
102116,4
108058,2
104092,4
108194,2
107928,2
107689,3
103413,3
104772,2
100193,4
109660,1
105675,3
107880,3
105170,2
107645,1
106370,1
109076,2
101784,1
103260,4
100723,4
101348,1
109296,4
108299,3
109777,1
104268,4
108997,2
100293,3
105649,1
101544,3
100383,4
107373,3
102033,3
105543,1
108208,2
102164,2
109816,2
106918,1
104756,2
102856,2
101603,4
107188,4
101902,3
106133,1
107809,4
106181,4
102332,2
108326,1
107455,1
101850,4
109011,1
106237,2
107796,4
107613,2
102113,1
106568,4
100875,1
103653,3
109293,2
106571,3
102150,3
107245,1
100711,3
101122,3
104287,1
100407,4
108609,1
106863,2
106938,2
104796,3
106710,2
106082,2
109803,4
102625,4
101238,2
100471,4
101328,2
105104,2
108724,3
100103,2
109821,3
106694,3
109363,3
104653,1
103429,2
108276,2
103488,3
106523,3
104922,2
103706,4
104705,4
100058,4
102172,4
108651,2
106475,3
108907,2
102757,3
107488,2
108717,4
102457,2
102680,2
106968,2
101422,4
107580,3
104360,1
109308,1
106783,4
102237,3
103916,4
100161,4
109311,1
107730,4
101159,2
105894,2
103577,1
106247,2
101326,3
107500,1
108270,4
105959,2
108880,3
105866,3
103321,2
102203,3
101748,4
105697,4
108677,3
106008,3
109559,4
104771,2
109573,4
109427,4
105997,4
107254,2
101455,2
105954,1
102376,2
100953,4
100785,4
104719,2
100747,4
105208,2
101448,4
105821,4
105445,3
103383,2
104604,3
100122,2
104803,2
106335,1
105357,1
107002,2
100986,2
109930,2
108730,2
108387,4
109258,1
104593,4
105042,3
103780,1
104199,2
103318,1
107246,4
108993,2
102946,3
106098,3
106332,2
104977,1
107608,2
109315,3
108354,2
102892,1
103744,3
102884,2
107900,2
109214,2
101883,3
102837,3
104405,4
102012,1
104086,3
109696,3
103096,1
109898,1
104848,3
102888,3
101174,3
106816,1
100688,4
100051,4
104677,1
102839,1
109422,3
104537,1
107522,3
101061,2
100040,2
106199,1
109160,2
104826,3
104930,3
102490,4
108576,2
106895,1
105089,4
107070,3
100907,2
106707,1
106203,4
106628,2
102789,4
101291,4
108213,2
104758,3
105281,1
101912,4
107864,2
100365,1
101173,2
103248,3
106443,4
108769,1
103312,2
105047,1
106184,4
104177,2
106379,4
107958,2
103098,3
107658,1
106013,3
103085,3
100532,2
105964,4
101279,1
108989,3
108452,2
106429,3
104781,1
107104,1
105705,3
109630,1
103860,3
104609,4
102750,3
105141,2
108508,1
105986,4
108922,1
107691,3
105615,4
101013,1
103907,2
102501,2
102416,1
105420,4
102300,4
102201,1
104160,2
100075,1
109950,4
103925,4
106052,4
105328,4
107383,3
109244,2
105102,3
102740,4
109389,1
108934,4
102182,1
103858,2
100145,1
106444,2
103304,4
102080,3
101865,1
101250,3
104061,4
108169,4
107272,1
108555,3
108426,3
100864,2
106649,1
104003,1
103902,3
105792,4
104296,3
105185,3
100733,2
103911,3
109300,3
106144,3
107616,3
107811,2
109390,1
102446,4
103154,4
103737,4
101048,4
106189,4
108736,2
108407,2
109785,3
105423,2
104821,2
108427,2
104645,4
108805,3
109664,3
103926,4
107783,1
108284,1
108319,2
103967,1
108570,1
109344,2
107700,4
107935,1
107325,2
107029,1
109133,1
102347,3
100018,1
105996,2
101716,1
101353,1
102046,1
101431,3
100952,3
102937,3
105334,1
104736,4
107143,3
100595,2
101755,3
109249,1
104389,4
102157,3
107248,4
106740,4
105187,1
107139,1
105710,4
105301,3
100151,2
104418,3
105400,1
107459,2
103227,2
100626,1
103582,4
108697,1
104156,3
106641,3
108388,2
104404,1
103874,1
107738,4
104124,2
106608,4
104182,3
102893,3
100264,1
105714,4
107344,4
105244,4
103716,1
105193,3
100674,2
100148,2
101858,3
107290,1
109484,4
105582,2
108235,3
108992,3
102011,3
101392,2
106942,2
102540,2
107171,1
106177,1
108135,3
109941,4
103514,2
108207,1
108689,3
107000,2
108751,1
109991,3
106182,2
108333,3
108774,1
104975,4
106548,1
103713,2
109524,3
105184,3
101144,2
108316,3
104868,2
107358,4
106941,2
105947,2
109250,3
109963,1
108329,4
108982,2
103265,2
104498,1
100114,3
108345,2
101833,3
108151,1
105355,4
108586,4
104739,4
102126,1
101211,1
109511,2
107742,3
103658,2
107611,3
100818,2
104370,1
100554,1
103931,2
104458,4
109788,4
106461,3
104375,3
100408,3
106527,1
108987,3
101190,3
108177,4
107236,3
106894,1
103521,3
109153,1
105449,3
105715,3
109103,2
102379,4
101022,1
105460,4
107513,2
108666,4
105467,4
106298,1
108149,2
108824,3
100591,3
104108,4
103784,2
104813,2
105593,2
104824,3
101726,1
106555,4
103277,2
109651,2
104390,4
107456,4
104548,1
105574,1
103014,4
109201,1
101089,2
108778,4
105336,1
106616,1
108242,3
109698,2
107692,2
104773,2
107439,4
108008,2
104710,4
105652,1
102545,4
106819,3
101009,4
103996,1
107012,1
105691,2
108823,4
106780,4
105612,4
102337,4
109749,3
109383,2
103733,3
109222,4
108948,4
109112,2
102613,4
104025,2
108336,1
101859,4
104104,3
102272,2
109338,3
105613,3
101615,4
105571,2
103596,2
108234,4
109645,4
101185,2
100015,2
109409,2
101640,1
109156,2
106344,3
109385,3
107665,3
107091,1
101008,4
105567,1
105608,4
106210,3
100159,3
107112,3
101882,1
101529,4
100996,3
109953,4
109936,1
107572,2
101739,4
108944,1
103807,4
107707,2
104173,1
102886,4
102448,2
105250,1
105215,3
109622,3
109557,1
104918,1
106474,4
109945,2
101889,3
106697,3
100412,2
102382,2
107239,1
101213,1
108309,3
103614,4
103486,2
104598,3
109204,2
100828,4
107490,2
105395,3
109832,4
103698,1
105502,3
100039,4
101992,2
101573,4
102829,1
102428,1
102996,1
101410,4
104594,1
108539,3
104183,4
100072,4
104655,1
107395,3
108176,1
102597,4
101579,1
102091,4
104696,4
105320,4
105575,3
106730,1
106702,3
102266,1
107697,2
104126,1
100973,1
101843,1
108379,4
109061,4
108664,1
107962,1
106263,4
104976,2
103017,4
105114,2
100819,3
109600,4
105446,2
105370,3
101914,1
105087,3
107996,4
105160,4
107945,1
101972,4
104800,1
109805,1
108042,2
106355,1
106799,3
104067,2
103641,4
104383,2
100880,2
101707,4
102489,3
106857,1
105293,2
101939,3
103534,3
105538,3
104313,1
104903,3
108303,4
105541,4
109866,3
101954,1
100262,4
100994,1
108853,3
106297,4
101233,1
102303,1
105978,4
106965,2
101473,2
106860,4
102742,1
102067,1
108935,4
106272,3
109108,2
101597,1
108356,3
107881,1
102803,4
108432,1
100602,3
109755,1
109586,4
101434,2
104929,2
109947,1
108271,3
102405,3
106948,3
105241,3
104980,2
101504,3
100158,4
107075,2
109096,3
105132,3
106709,1
108005,4
109985,4
108311,4
101997,4
106211,4
104770,2
106148,3
102270,4
106754,4
109446,3
109642,2
103887,3
102662,3
107585,3
100794,4
102352,3
109179,1
102763,2
103100,2
108187,3
107938,4
106062,3
102319,2
103501,3
107030,1
103373,2
104576,3
104363,1
108068,1
108010,3
105696,3
105808,2
108308,4
101059,3
101860,1
109905,2
107927,3
102800,2
106886,4
108144,1
109047,4
108627,1
106924,1
104167,4
109638,2
109121,4
107855,4
101355,4
102026,3
104704,2
106926,3
104142,2
107635,1
100172,1
109878,4
101390,4
100083,3
109015,1
102864,4
109551,3
108672,1
103578,2
102537,3
109132,3
107397,4
108964,2
100755,4
104148,3
102868,2
108776,3
107827,1
104635,1
108201,4
102366,3
101840,2
104174,3
100084,3
103143,1
100163,4
109170,2
102529,1
108103,1
101108,2
100224,2
100800,2
101593,1
109088,4
105984,4
106771,4
108978,4
101645,3
105192,1
100620,4
108398,2
107259,3
101440,2
102007,1
106374,2
106912,3
109719,3
102559,4
107626,1
109854,4
101374,3
103999,1
105142,4
109995,3
109795,3
100531,4
102507,3
103657,1
109219,3
107390,4
107162,4
104825,3
108936,3
107845,4
102512,3
108900,1
107062,1
107100,2
106141,2
102776,3
109343,4
103184,1
100709,1
103275,3
106071,3
107643,1
103861,4
106333,4
108909,1
106108,1
109128,3
106169,3
105309,4
104804,1
109189,2
100512,2
101729,4
102672,2
107206,4
102506,3
102208,3
101104,4
103884,2
106666,4
104346,2
101756,1
103562,3
103819,4
102232,2
101459,3
105023,3
101606,2
105094,3
102209,2
106113,3
109605,1
100370,4
108754,4
103553,3
108723,3
106971,2
105861,2
106883,1
104145,4
104585,3
101010,1
102817,2
101012,1
105754,3
100927,2
100676,4
105604,1
108477,1
103640,1
103943,1
101706,1
100852,4
104071,1
108026,3
108702,2
103082,3
107849,1
102511,4
101215,4
101332,4
101293,3
109676,2
107148,3
106653,4
102349,4
109000,4
105097,3
109959,1
101406,1
103908,3
105900,2
106205,4
101855,4
102029,4
101577,2
100498,3
102184,1
108438,4
107135,2
103905,3
104484,3
108464,4
108094,4
103980,3
101417,2
100672,3
103697,2
100881,4
106032,3
107706,3
105247,1
105845,2
109375,2
106811,4
104030,1
100287,3
100341,1
100528,1
103365,3
106494,4
102277,2
109371,1
103719,3
105863,3
108087,1
100677,4
109875,3
103752,4
103330,1
103253,1
106014,4
108777,3
103170,1
107818,1
107014,2
107330,1
102897,1
105558,2
109614,3
108832,1
100101,2
102127,2
108157,4
103590,1
109713,3
100285,2
103568,2
109176,2
105770,3
104151,2
105171,1
106473,1
105213,2
106164,4
105564,2
109202,3
102579,1
105556,3
109497,2
108822,3
100965,3
107741,2
102233,1
106442,1
108405,3
102123,3
100105,4
109736,2
103838,4
103232,2
105674,4
105676,3
108095,3
102580,3
100964,3
107209,4
100463,3
104638,1
109780,3
108233,1
109588,4
102723,1
109855,4
109489,2
101766,2
105276,4
107317,3
107979,2
108846,3
104791,3
102153,3
105155,3
103162,3
108545,3
105014,1
103814,3
109322,3
102949,3
102472,3
100047,4
106569,4
104581,2
109960,4
107111,1
108273,3
108166,3
107258,2
104878,4
109716,4
101468,4
104737,3
109456,4
108458,3
104112,2
100519,2
100566,4
106961,3
102336,4
107213,2
102781,4
104860,3
108289,2
103764,1
105653,4
107525,2
106945,4
101787,1
105939,4
106233,1
106829,1
103573,2
100392,2
103619,1
101077,3
106495,2
107920,4
102780,1
100942,3
100693,3
101634,4
104849,4
109979,3
104099,3
104492,2
102547,4
103156,1
103818,3
103320,2
104054,1
105037,2
109109,4
104783,4
107771,2
102905,2
101432,4
103206,1
104031,3
109248,1
100069,4
104403,2
102741,2
102487,4
106837,3
106067,4
104567,4
109080,4
105795,4
100647,2
105191,1
100205,2
107926,2
100625,1
105463,1
107550,3
105744,3
109087,4
103401,4
103400,3
107187,2
106353,1
103520,3
101968,3
102957,3
104728,2
103319,4
100073,3
100922,3
107760,2
100376,4
104095,2
109911,3
104956,1
105098,2
106140,4
108237,4
107164,4
107184,3
100271,4
101020,1
106985,3
108292,1
104486,2
107896,4
104155,2
109010,1
103866,2
106126,4
108104,2
107025,1
101207,1
103766,1
107286,2
102257,2
102417,4
100088,2
102339,4
107107,3
104015,4
107194,2
103956,4
101934,4
100426,3
105905,4
103985,3
107924,3
102924,2
107007,1
104706,1
101460,4
103280,3
103129,4
104992,1
101845,1
103134,4
108448,1
106151,4
107830,4
108057,1
108707,1
108858,2
103938,2
101062,3
100363,1
101549,3
100764,3
108225,3
102928,4
105464,1
107142,2
105319,2
102081,1
101272,4
108620,4
108290,1
106084,4
104260,4
104963,2
104632,3
100829,1
100544,4
105798,1
108759,2
106631,4
106633,2
109502,2
103270,3
101155,1
106684,2
108334,3
107573,3
100520,3
108589,4
102596,3
100684,3
106589,4
104708,2
104619,4
101141,4
108105,1
100685,3
100356,2
105631,3
102188,3
107740,2
108091,1
106291,4
100522,4
100115,1
107866,4
103564,4
103606,2
106902,1
101924,3
101314,3
105307,2
104241,3
105470,2
104876,4
105525,2
104168,4
100940,4
103240,4
106302,1
108921,1
106053,1
104169,4
109908,2
101035,1
108180,2
105332,2
105201,2
100278,3
103051,1
106830,4
109697,2
105783,4
104802,3
101525,2
104637,2
103611,3
106979,2
109200,4
104068,2
108323,1
104623,1
101274,3
100484,2
103835,3
103783,2
105879,1
103459,4
103158,2
109521,2
101650,1
107369,4
108919,2
104583,3
105614,4
105927,1
102207,3
101400,1
107331,2
107543,3
103580,1
109628,2
102734,1
100748,4
107372,4
105486,2
104355,4
108911,2
102109,2
107586,2
103487,1
109388,2
103272,2
102408,1
105473,1
105258,3
101559,3
105275,4
101746,3
105553,2
104520,1
103824,2
101229,4
105109,2
102541,2
105351,3
105588,3
104626,3
108355,1
106864,1
108244,2
103712,4
109957,3
107889,2
103939,4
100704,4
105466,3
109251,1
102247,1
103914,3
100971,2
105435,2
108037,3
104050,4
104448,4
104439,1
103081,4
109372,4
100292,4
104078,1
104103,4
105554,1
104979,3
102578,1
101637,4
102775,3
107046,4
100701,3
109009,4
104556,2
105100,1
105646,2
102087,4
106566,4
104317,3
109498,2
106932,4
100769,4
103912,1
101672,2
107168,1
104314,3
101689,4
101043,1
103537,2
106167,4
104801,1
104203,2
104512,1
102685,2
109627,1
108745,4
105565,4
101712,4
109358,4
101168,3
100097,2
108211,2
102548,2
107281,3
101699,1
107589,3
108640,2
101715,2
106236,4
100917,1
108029,2
105931,1
100043,1
101974,3
105731,2
102434,3
103984,2
102655,3
100386,1
101112,3
101989,2
101763,4
105243,2
100675,2
103567,2
107340,3
101533,4
102054,3
109253,4
109525,1
106352,1
105642,3
101772,2
103691,4
101876,3
103468,4
103692,3
100990,1
107244,3
103741,2
101704,1
102908,1
106872,4
105639,2
107032,1
105902,2
109781,2
102146,3
102051,4
100691,2
100855,2
102963,3
101060,2
106996,1
108348,3
101160,2
106088,4
100879,1
106021,3
104457,3
105682,4
101975,2
101654,4
106086,1
109555,4
103176,4
101752,3
107712,3
105222,2
108913,2
100859,3
105421,3
108803,1
104240,2
108085,4
101289,4
109739,2
109173,4
100504,4
101082,4
103823,4
106051,2
102826,3
107970,4
109787,1
103761,1
108399,4
108928,4
103816,4
108639,2
109894,2
100457,2
108536,2
101491,3
105633,1
102437,1
100328,1
101781,1
100525,2
102174,4
103244,1
103204,2
102121,1
100380,3
101409,1
103753,4
104380,2
109350,2
108086,1
105960,2
101413,4
102064,4
109242,3
106301,2
103549,4
103989,2
101181,2
108549,3
100804,1
102794,3
107501,2
102062,2
101286,3
106401,3
101456,4
101033,2
109504,1
103749,3
108443,4
101368,3
103067,3
106383,1
109439,2
108525,3
107264,4
109209,4
109693,3
107947,2
100686,3
105827,4
100023,2
105311,2
101788,1
100992,2
103583,3
101080,2
102367,4
106803,2
102887,1
100569,2
101296,1
106180,4
108894,1
104820,3
100446,1
100131,1
106155,4
102429,3
106773,3
100632,4
108893,1
103777,2
102936,2
108083,4
108552,3
102140,1
107314,3
105129,3
107520,4
100019,3
108925,3
108854,4
101764,1
106350,1
106016,3
103825,1
108327,1
108763,3
104396,1
100245,4
100831,3
107961,3
106609,2
103137,3
101870,2
101367,1
100342,3
101913,2
109522,2
109100,2
100845,2
105036,2
101985,3
108884,4
107508,2
104327,2
101030,3
103005,2
102025,1
102477,2
104429,1
102961,4
103412,4
103369,4
106436,1
104501,2
103164,2
108089,1
107897,1
109118,2
106664,2
102870,2
107477,1
102590,2
108331,4
101278,2
108474,2
103169,2
103643,4
104658,1
104193,1
106011,4
100889,1
109774,3
107675,2
107223,1
106143,3
105807,4
100987,3
109982,2
107565,2
100419,3
105725,4
108656,3
100547,4
105769,3
101005,2
102755,2
103613,3
100481,3
100496,4
102398,1
102699,3
102373,4
100362,4
109270,3
100416,3
102602,4
107751,2
100601,2
101176,1
101779,3
106599,4
106925,2
109566,1
102652,2
104827,2
107043,2
106371,1
108079,3
106518,3
104491,4
104437,3
100604,1
108486,3
100004,1
105066,4
105975,1
105899,1
108076,4
105167,2
104880,1
102773,4
106698,1
107201,3
100681,2
104019,2
109374,3
109485,3
102048,3
101228,2
108200,2
104550,4
105386,4
102255,3
104875,4
103544,1
106726,3
109653,1
103052,1
105265,2
106220,3
104347,2
108923,2
107313,4
105864,4
104671,1
103057,1
101386,3
103443,3
100098,4
106349,4
104409,4
107018,4
103634,4
106547,2
105820,1
101446,1
103467,2
106853,3
108383,4
104186,2
107173,4
104660,1
102380,4
100933,4
102667,2
101570,4
100466,1
108231,1
107883,1
105148,2
108090,2
100713,2
105172,1
105727,2
108205,4
105457,1
109727,2
106192,1
107367,4
108863,2
108386,4
104717,2
106947,3
103527,2
100377,4
103469,4
104114,3
108161,4
104730,3
106440,2
100524,2
104184,2
100539,3
103711,4
105144,4
100963,4
102872,3
109987,1
108472,1
100680,1
101138,1
102795,4
108600,4
109548,3
101890,3
101485,4
109731,2
100237,3
104729,4
100995,4
107475,1
107835,4
107044,2
108189,3
105255,1
103788,1
104397,1
107583,1
107124,1
100607,2
103301,4
102295,2
108848,4
103038,4
109718,2
107946,2
102610,4
104406,3
101071,4
106635,3
105738,2
100340,4
109336,4
100330,1
104650,1
100233,4
107995,3
102017,4
104275,3
106208,3
104018,2
107441,2
108163,1
101906,3
108173,2
101601,4
107437,2
107079,3
104143,2
101029,4
108250,4
108133,3
107463,1
100588,3
109756,1
107341,4
103059,2
102538,2
101592,3
109187,2
106357,3
108646,4
100526,3
105967,1
105509,4
103128,3
109758,4
101651,2
103705,3
108165,2
108142,2
103207,1
107619,3
100610,3
102019,2
108977,1
105120,1
101403,1
104038,2
108624,4
105797,4
103969,4
107716,4
106191,4
102084,1
109743,4
103386,1
101700,3
103187,3
109441,1
109838,4
101813,3
101152,3
107316,4
101846,3
100431,1
105945,2
106915,1
